7 45 -11.1409 0.5    -21.38411005
7 46 -11.1409 0.6    -21.38554927
7 47 -11.1409 0.7    -21.38789018
7 48 -11.1409 0.8    -21.39157363
7 49 -11.1409 0.9    -21.39724806
7 50 -11.1409 1    -21.40582186
7 51 -11.1409 1.1    -21.41849974
7 52 -11.1409 1.2    -21.43677988
7 53 -11.1409 1.3    -21.46239053
7 54 -11.1409 1.4    -21.49716024
7 55 -11.1409 1.5    -21.54283941
7 56 -11.1409 1.6    -21.60091099
7 57 -11.1409 1.7     -21.6724339
7 58 -11.1409 1.8    -21.75795103
7 59 -11.1409 1.9    -21.85747327
7 60 -11.1409 2     -21.9705309
7 61 -11.1409 2.1    -22.09627129
7 62 -11.1409 2.2    -22.23357755
7 63 -11.1409 2.3    -22.38118636
7 64 -11.1409 2.4     -22.5377897
7 65 -11.1409 2.5    -22.70211295
7 66 -11.1409 2.6     -22.8729681
7 67 -11.1409 2.7    -23.04928462
7 68 -11.1409 2.8    -23.23012285
7 69 -11.1409 2.9    -23.41467481
7 70 -11.1409 3    -23.60225698
7 71 -11.1409 3.1    -23.79229851
7 72 -11.1409 3.2    -23.98432754
7 73 -11.1409 3.3    -24.17795721
7 74 -11.1409 3.4    -24.37287235
7 75 -11.1409 3.5    -24.56881759
7 76 -11.1409 3.6    -24.76558679
7 77 -11.1409 3.7    -24.96301414
7 78 -11.1409 3.8     -25.1609666
7 79 -11.1409 3.9    -25.35933764
7 80 -11.1409 4    -25.55804211
8 0 -11.0182 -4    -24.00170774
8 1 -11.0182 -3.9    -23.90190983
8 2 -11.0182 -3.8    -23.80216414
8 3 -11.0182 -3.7    -23.70248413
8 4 -11.0182 -3.6    -23.60288672
8 5 -11.0182 -3.5    -23.50339314
8 6 -11.0182 -3.4    -23.40403003
8 7 -11.0182 -3.3     -23.3048308
8 8 -11.0182 -3.2    -23.20583727
8 9 -11.0182 -3.1    -23.10710176
8 10 -11.0182 -3     -23.0086896
8 11 -11.0182 -2.9    -22.91068215
8 12 -11.0182 -2.8    -22.81318053
8 13 -11.0182 -2.7    -22.71630993
8 14 -11.0182 -2.6    -22.62022472
8 15 -11.0182 -2.5    -22.52511423
8 16 -11.0182 -2.4    -22.43120906
8 17 -11.0182 -2.3    -22.33878777
8 18 -11.0182 -2.2    -22.24818322
8 19 -11.0182 -2.1     -22.1597879
8 20 -11.0182 -2    -22.07405678
